#{"t_start": 1756313696.299205, "env_id": "ALE/MarioBros-v5"}
r,l,t
4000.0,1037,15520.846526
3200.0,1256,15629.895536
17600.0,1986,15635.02995
17600.0,2077,15640.332675
8000.0,1023,15642.863321
12000.0,1512,15646.720419
11200.0,1538,15745.902606
4000.0,1070,15748.55207
17600.0,1718,15752.929901
9600.0,1191,15755.934296
16800.0,1906,15760.781632
17600.0,1761,15765.281363
8000.0,1498,15865.132602
8800.0,1346,15868.656778
15200.0,1735,15873.052586
11200.0,1599,15877.090673
9600.0,1671,15881.348675
12000.0,1653,15981.959027
12000.0,1428,15985.636741
6400.0,981,15988.033457
11200.0,1208,15991.063854
16800.0,2424,15997.264572
5600.0,1187,16000.206645
8800.0,1085,16002.838094
11200.0,2196,16102.467989
3200.0,1204,16105.42919
8800.0,1176,16108.388054
16000.0,1831,16113.052537
17600.0,1893,16117.868247
16800.0,1911,16219.224368
8800.0,1451,16222.850205
14400.0,1852,16227.535165
17600.0,1828,16232.230013
10400.0,1212,16235.260785
12000.0,1672,16336.63522
17600.0,2280,16342.457613
16000.0,1815,16347.063649
12000.0,1272,16350.23808
12000.0,1895,16355.060228
16800.0,1834,16454.493915
4000.0,706,16456.223026
4000.0,928,16458.515805
5600.0,1085,16461.242226
8000.0,1243,16464.345203
17600.0,1818,16468.895596
9600.0,1557,16570.29964
7200.0,1001,16572.755836
17600.0,2231,16578.546102
9600.0,1436,16582.204696
7200.0,1174,16585.165604
12000.0,1371,16588.54638
12000.0,1281,16689.265673
2400.0,916,16691.549103
9600.0,1530,16695.437936
16800.0,2271,16701.265815
11200.0,1720,16705.61531
12000.0,1890,16710.401176
10400.0,1586,16810.211106
7200.0,1349,16813.558289
8000.0,1253,16816.69705
10400.0,1426,16820.400271
9600.0,1283,16823.594041
8800.0,1142,16826.492539
17600.0,1790,16927.196123
9600.0,1152,16930.078133
9600.0,1425,16933.59603
11200.0,1200,16936.583284
3200.0,1027,16939.12914
16800.0,1987,16944.240256
16800.0,1957,17045.345274
9600.0,1309,17048.579496
17600.0,1714,17052.957873
8800.0,1320,17056.299973
9600.0,981,17058.772302
16000.0,1743,17063.252273
3200.0,972,17159.968068
6400.0,1487,17163.767678
11200.0,1571,17167.72448
16800.0,1878,17172.523713
6400.0,1274,17175.731312
7200.0,1137,17178.615001
17600.0,1977,17279.906858
8800.0,1288,17283.110739
4000.0,901,17285.387245
4800.0,1333,17288.741526
8800.0,1510,17292.568975
5600.0,982,17295.008709
16800.0,1827,17402.896877
9600.0,1348,17406.478602
17600.0,1931,17411.366863
17600.0,1974,17416.369911
7200.0,989,17418.81189
16800.0,1835,17517.55146
9600.0,980,17519.976155
12000.0,1883,17524.767552
3200.0,1647,17528.915564
11200.0,1864,17533.612936
18400.0,1724,17538.08655
17600.0,1702,17637.896231
16800.0,2386,17643.948571
7200.0,1382,17647.463747
8800.0,1442,17651.095978
3200.0,840,17653.145003
16000.0,1558,17752.59848
16800.0,2219,17758.244616
16800.0,2264,17763.993671
4000.0,977,17766.415321
17600.0,2204,17772.072825
6400.0,983,17868.283859
17600.0,1934,17872.869408
17600.0,1568,17876.825933
17600.0,1925,17881.749503
17600.0,2199,17887.397345
8800.0,1451,17986.463577
11200.0,1548,17990.40545
17600.0,2354,17996.39514
6400.0,1395,17999.925309
1600.0,414,18000.867067
17600.0,1689,18005.142389
3200.0,1170,18103.663869
8800.0,1113,18106.490125
5600.0,1050,18109.085154
17600.0,2266,18114.852455
17600.0,1928,18119.91137
16800.0,1533,18217.570095
8800.0,986,18219.984663
17600.0,2030,18225.170122
12000.0,1281,18228.337596
10400.0,1075,18230.976255
16000.0,1706,18235.35409
10400.0,1420,18334.732139
8000.0,1016,18337.257331
17600.0,1928,18342.15805
17600.0,1860,18346.871394
18400.0,2195,18352.506322
5600.0,836,18354.539654
16800.0,1842,18455.180278
17600.0,1893,18459.950634
5600.0,1535,18463.841818
7200.0,1114,18466.643894
5600.0,899,18468.81894
5600.0,1285,18471.98567
5600.0,837,18567.990158
16800.0,1912,18572.824378
7200.0,1425,18576.43914
10400.0,1060,18579.10366
2400.0,1064,18581.696226
16800.0,2281,18587.587572
17600.0,1647,18687.522515
16000.0,1826,18692.117752
3200.0,1116,18694.892092
8800.0,1221,18697.897491
12000.0,1623,18702.176303
5600.0,1049,18704.789226
7200.0,1495,18804.762379
10400.0,1123,18807.59545
17600.0,2001,18812.683901
17600.0,1870,18817.430334
17600.0,1910,18822.230671
19200.0,2041,18921.488611
4800.0,1212,18924.551113
5600.0,1790,18929.105145
5600.0,1667,18933.352218
17600.0,1845,18938.054724
17600.0,1916,19038.897852
7200.0,1494,19042.645737
8000.0,1407,19046.182527
17600.0,2093,19051.54882
11200.0,1431,19055.237614
5600.0,840,19057.237266
1600.0,832,19155.4662
3200.0,1140,19158.33041
7200.0,1143,19161.2178
16800.0,2403,19167.387837
17600.0,2053,19172.611777
12000.0,1103,19175.333521
11200.0,1748,19274.891432
17600.0,2113,19280.263905
5600.0,982,19282.805741
11200.0,1648,19286.943995
10400.0,1122,19289.753392
17600.0,1576,19389.180193
17600.0,2141,19394.611545
18400.0,1995,19399.727363
11200.0,1953,19404.715074
17600.0,1732,19409.077941
4000.0,1249,19507.873696
7200.0,1379,19511.335548
8800.0,1591,19515.354805
4800.0,1126,19518.187998
11200.0,1269,19521.321707
7200.0,1305,19524.562025
8800.0,1431,19621.880211
8800.0,1216,19624.929108
10400.0,1199,19627.902936
3200.0,1282,19631.099334
3200.0,945,19633.453137
11200.0,1621,19637.579002
17600.0,2058,19738.27924
17600.0,2241,19744.059372
17600.0,1769,19748.549464
7200.0,1169,19751.435458
17600.0,1842,19756.148479
12000.0,1661,19856.13571
4000.0,1128,19858.912616
8800.0,1320,19862.252476
7200.0,1135,19865.16627
17600.0,2277,19870.954402
12000.0,1799,19875.608682
17600.0,2096,19974.84884
16800.0,2010,19979.961542
16800.0,1847,19984.645746
9600.0,1449,19988.289609
17600.0,1991,20088.897422
4000.0,1181,20091.789755
4000.0,906,20093.994309
9600.0,1135,20096.818879
8800.0,1204,20099.78675
17600.0,2221,20105.640029
17600.0,2403,20207.855564
8000.0,1174,20210.718556
7200.0,1105,20213.488915
8800.0,1506,20217.318887
8000.0,979,20219.721172
17600.0,2047,20224.939042
11200.0,1302,20322.127976
16800.0,2233,20327.863118
15200.0,2191,20333.402359
8800.0,1873,20338.130597
5600.0,1438,20341.758632
17600.0,2004,20442.88994
4000.0,833,20444.9046
11200.0,1626,20449.207771
12000.0,1811,20453.792576
16800.0,2317,20459.71186
17600.0,2165,20561.170687
12000.0,1862,20565.905769
17600.0,1868,20570.665756
11200.0,1925,20575.505813
8000.0,1215,20578.493929
12000.0,1672,20676.513262
17600.0,2098,20681.865615
6400.0,1013,20684.414189
7200.0,1669,20688.583275
8800.0,1618,20692.702056
4800.0,1391,20791.934021
6400.0,1067,20794.568156
12000.0,1506,20798.340817
6400.0,989,20800.767386
7200.0,908,20802.987612
4000.0,840,20805.042604
8000.0,1407,20808.638772
17600.0,1729,20909.434083
12000.0,1714,20915.873575
8800.0,1368,20920.021502
11200.0,1094,20922.786319
17600.0,2498,20929.379719
8800.0,1148,20932.297288
8800.0,1340,21031.043996
17600.0,1983,21036.350792
4000.0,1110,21039.099753
16800.0,2024,21044.257097
17600.0,1874,21049.060821
5600.0,1045,21147.265363
8000.0,1365,21150.741335
17600.0,1986,21155.803048
10400.0,1376,21159.26572
17600.0,2011,21164.388955
